"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
25385,,"July 10, 2025",,"Dearlomum Retractable Safety Gates Recalled Due to Risk of Serious Injury or Death to Children from Entrapment Hazard; Violates Federal Standard for Gates and Enclosures; Sold on Amazon by Signbaby","Dearlomum Retractable Safety Gates","This recall involves Dearlomum&nbsp;retractable mesh safety gates, sold in black, gray and white. The gates have a metal frame, and measure about 33 inches high with an adjustable width up to 55 inches. “Retractable Safety Gate” and model number “SH20.006D” are&nbsp;printed on a white label on the side of the gate.","The recalled gates violate the federal standard for expansion gates and expandable enclosures because a child’s torso can fit through the opening between the gate and the floor, posing a&nbsp;risk of serious injury or death due to entrapment hazard.&nbsp;",,,Refund,"About 2,200","None reported","Consumers should stop using the recalled gates immediately and contact Signbaby for instructions to receive a full refund. Consumers will be asked to disassemble the gates and destroy them by cutting the mesh and to send a photo of the destroyed gates to&nbsp;regcards.team@gmail.com. Once the photo is received, Signbaby will issue a full refund.&nbsp;Signbaby and Amazon are contacting all known purchasers directly.","Sold Online At","Amazon from December 2024 through May 2025 for between $33 and $38.",,,,China,Retailer:,"Shaoxing Yishan Garment Co., Ltd., dba Signbaby, of China"
25384,,"July 10, 2025",,"AUGNORYE Padded Crib Bumpers Recalled Due to Risk of Serious Injury or Death from Suffocation; Violates Federal Crib Bumper Ban; Sold on Amazon by YIXIA","AUGNORYE Padded Cushioned Crib Bumpers","This recall involves&nbsp;AUGNORYE&nbsp;padded cushioned crib bumpers. The polyester pink bumpers were sold in four pieces and measure approximately 27 inches by 9.6 inches, and 52 inches by 9.6 inches. There is a care label with a series of letters and numbers stitched to the crib bumper.","The recalled&nbsp;padded cushioned crib bumpers violate the federal crib bumper ban because they can obstruct&nbsp;an infant’s breathing,&nbsp;posing a&nbsp;suffocation hazard. This creates an unsafe sleeping environment for infants. Padded crib&nbsp;bumpers&nbsp;are banned by the&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act.",,,Refund,"About 356","None reported","Consumers should immediately stop using the recalled padded cushioned crib bumpers and contact YIXIA for a full refund. Consumers should remove the crib bumpers, cut the straps and padding and email a photo of the destroyed bumpers to&nbsp;Yixiakejirecall@163.com to obtain a full refund. YIXIA and Amazon are contacting all known purchasers directly.","Sold Exclusively Online","Amazon from February 2025 through May 2025 for between $40 and $45.",,,,China,Retailer:,"Shenzhenshi Yixiakejiyouxiangongsi, dba YIXIA, of China"
25383,,"July 10, 2025",,"Braided Crib Bumpers Recalled Due to Risk of Serious Injury or Death from Suffocation; Violates Federal Crib Bumper Ban; Sold on Amazon by Haoyunm","Braided crib bumpers","This recall involves braided crib bumpers. They are sold in multiple colors and have sizes in 39 inches, 59 inches, 78 inches, 118 inches and 158 inches long. They come in a vacuum sealed bag. There are no markings or labeling on the crib bumpers.","The recalled crib bumpers violate the federal ban on crib bumpers because the padded crib bumpers can obstruct breathing,&nbsp;posing a risk of serious injury or death to infants from&nbsp;suffocation. Padded crib bumpers are banned by the Federal Safe Sleep for Babies Act.",,,Refund,"About 260","None reported","Consumers should stop using the crib bumpers, remove them from the crib immediately and contact Haoyunm for a refund. Consumers should cut the bumper in half, take a photo of it, and email the photo to&nbsp;hyzhongtshung@outlook.com.","Sold Online At","Amazon from December 2024 through April 2025 for between $25 and $115.",,,,China,Retailer:,"Fang Cheng Xian Hao Yun Shang Mao You Xian Gong Si, dba Haoyunm, of China&nbsp;"
25379,,"July 10, 2025",,"Creekliybear Play Yard Mattresses Recalled Due to Risk of Serious Injury or Death from Entrapment Hazard; Violates Mandatory Standard for Crib Mattresses; Sold on Amazon by Kbabyea","Creekliybear “Pack and Play” Aftermarket Play Yard Mattresses","This recall involves&nbsp;Creekliybear “Pack and Play” Aftermarket Play Yard Mattresses. The mattresses are white with gray striping and have “Play Mat” and “Model: m-sy2” printed on labels attached to the mattresses. The mattresses measure about 26 inches wide and 38 inches long.","The aftermarket play yard mattresses violate the mandatory standard for https://www.federalregister.gov/documents/2022/02/15/2022-02414/safety-… mattresses, as the mattresses exceed thickness requirements and may not adequately fit certain play yards, posing a deadly entrapment hazard. &nbsp;Babies can suffocate in gaps between an undersized mattress, or extra padding, and side walls of a product, especially when the infant’s face becomes trapped against the side and the mattress, preventing the infant from breathing.",,,Refund,"About 21,500","None reported.","Consumers should immediately stop using the mattresses and contact&nbsp;Kbabyea for a full refund. Consumers should cut the mattresses in half and send a photo of the cut-mattress in the waste bin to&nbsp;Kbabyearecall@outlook.com to receive a full refund.","Sold At","Online on Amazon from December 2024 to June 2025 for between $28 and $40.","Zhongshan Hongtu Furniture Co., dba Kbabyea, of China",,,China,,
25706,,"June 26, 2025",,"Peg Perego Recalls Tatamia 3-in-1 Recliners, Swings and High Chairs Due to Risk of Suffocation; Violations of Multiple Federal Standards (Recall Alert)","Peg Perego Tatamia 3-in-1 Recliner, Swings and High Chairs","This recall involves Peg Perego Tatamia recliners, swings and high chairs. The products convert from a recliner to a high chair and to an unpowered infant swing, and they were sold in “Ice” (gray) color with model number IMTATANA01BL73. The top of the padded leather seat has the brand name “Peg Perego” printed on it. In high chair mode “Peg Perego” is printed on the front of the tray. The adjustable side of the product has “tatamia” printed on it. Only products manufactured on or after June 23, 2022, and/or purchased on or after November 12, 2022, are included in this recall. The manufacture date in YYYY/MM/DD format and model number can be found on the base of the product.","The 3-in-1 products pose a suffocation risk because they were marketed for infant sleep, and they have an incline angle greater than 10 degrees, in violation of the&nbsp;https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products Rule&nbsp;and https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. In addition, the products fail to meet mandatory warning requirements under the high chair standard.",,,Refund,"About 950","None reported","Consumers should immediately stop using the recalled products and contact Peg Perego for a full refund. Consumers should contact Peg Perego for a prepaid shipping label and packaging to send the products back to Peg Perego. Peg Perego and Amazon are contacting all known purchasers directly.","Sold At","Online at PegPerego.com, Amazon.com, Target.com and other websites from November 2022 through January 2025 for about $450.","Peg Perego USA Inc., of Fort Wayne, Indiana","Peg Perego SPA, of Italy",,Italy,,
25345,,"June 18, 2025",,"TADAKAZU Baby Loungers Recalled Due to Risk of Serious Injury or Death from Suffocation, Fall and Entrapment Hazards; Violations of Federal Standard for Infant Sleep Products; Sold on Amazon","TADAKAZU Baby Loungers","This recall involves TADAKAZU baby loungers. The baby loungers are made of a cloth cover with a foam sleeping pad and padded bumpers. There is a tag on the bumpers of the baby loungers with the brand name “TADAKAZU” printed on it. The baby loungers were also advertised as “baby nests” and were sold in the following prints, colors and model numbers:Style NameModel Number&nbsp;Style NameModel NumberBeigeTA-BBL-Beige-NEW&nbsp;Grey-leafTA-BBL-GREY-YZB-BeigeTA-BBL-Beige-new-FBA&nbsp;PinkTA-BBL-Pink-NEWBlueTA-BBL-Blue-NEW&nbsp;Pink aTA-BBL-Pink-new-FBABlue aTA-BBL-Blue-new-FBA&nbsp;RabbitTA-BBL-FQQGreenTA-BBL-Green-NEW&nbsp;StarTA-BBL-Beige-XXZooTA-BBL-Pink-ZO-0925&nbsp;DinosaurTA-BBL-Pink-DS-NEWPumpkinTA-BBL-Beige-0910-PP&nbsp;BlueTA-BBL-Blue-NEWHorseTA-BBL-Green-0910-LM&nbsp;BearTA-BBL-Pink-0910-FX","The recalled portable baby loungers violate the federal safety standards for https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products because the sides are shorter than the minimum side height limit to secure the infant; the sleeping pad’s thickness exceeds the maximum limit, posing a suffocation hazard; and an infant could fall out of an enclosed opening at the foot of the lounger or become entrapped.&nbsp;The portable loungers do not have a stand, posing a fall hazard. These violations create an unsafe sleeping environment for infants, posing a risk of serious injury or death.",,,Refund,"About 7,600","None reported","Consumers should immediately stop using the recalled baby loungers and contact TADAKAZU for a full refund. Consumers should remove the sleeping pad, cut up the sides of the baby loungers and the sleeping pad, and email a photo of the destroyed lounger to&nbsp;tadakazurecall@yeah.net to obtain a full refund. TADAKAZU and Amazon are contacting all known purchasers directly.","Sold At","Exclusively on Amazon from September 2024 through May 2025 for between $12 and $47.",,,,China,Retailer:,"Sichuanyongzhichengguojimaoyiyouxiangongsi, d/b/a TADAKAZU, of China"
25336,,"June 12, 2025",,"Bugaboo North America Recalls Giraffe High Chairs Due to Risk of Serious Injury or Death from Fall Hazard","Giraffe highchairs","This recall involves Bugaboo Giraffe highchairs. The highchairs measure about 30 inches tall, 21 inches wide and 23 inches long. The highchairs were sold in blue, black, natural wood/white, warm wood/gray and white with the item codes listed below. The item codes are located on the bottom of the seat.ColorItem CodeBlue200008005Black200008004Neutral Wood/White200008002Warm Wood/Gray200008003White200008001","The highchairs pose a fall hazard and risk of serious injury or death to babies because the legs of the chair can detach from the frame if the screws connecting the legs are not properly tightened during assembly.",,,Repair,"About 18,280 (In addition, about 2,325 were sold in Canada)","The firm has received 22 reports of the legs of the chair detaching, including 13 reports of minor injuries.","Consumers should immediately stop using the recalled highchairs and contact Bugaboo to receive a free repair kit including an Allen key and new screws to install into the product’s legs.&nbsp;Bugaboo is contacting all known purchasers directly.","Sold At","Nordstrom and other specialty stores nationwide and online at www.bugaboo.com and www.Amazon.com from May 2023 through April 2025 for about $380.","Bugaboo North America Inc., of New York",,,"Czech Republic",,
25318,,"June 05, 2025",,"Funlio Convertible High Chairs Recalled Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violation of Federal Standards for High Chairs; Sold by Ecogoods","2-in-1 Funlio Convertible Baby High Chairs","This recall involves 2-in-1 Funlio Baby High Chairs that convert into a chair and table for children as they grow. The high chairs are made of natural wood with a tray and removable padded seat insert that is green with a forest theme. “Funlio” is printed on the top front of the high chair and on a tracking label underneath the tray.&nbsp;“Model FL-039” is also printed on the tracking label.","The recalled&nbsp;high chairs pose a deadly entrapment hazard because the opening between the seat and tray is large enough that a child can become entrapped in it. In addition, the child restraint system can fail, posing a fall hazard. These are violations of the federal standards for high chairs.",,,Refund,"About 380","None reported","Consumers should stop using the recalled high chair immediately, disassemble it and contact Ecogoods for information on how to receive a full refund. Consumers will be instructed to cut the restraint straps and email photos of the disassembled and destroyed components to&nbsp;funlioproductrecall@outlook.com.&nbsp;Ecogoods is contacting all known purchasers directly.","Sold At","Amazon.com and Walmart.com from March 2024 through March 2025 for about $100.",,,,China,Seller:,"Shanghai Balejiao E-commerce Co. Ltd., d/b/a Ecogoods, of China"
25316,,"June 05, 2025",,"Portable Hook-On Chairs Recalled Due to Risk of Serious Injury or Death from Fall Hazard; Violation of the Federal Standard for Portable Hook-On Chairs; Sold Exclusively on Amazon.com by Ravmix","Portable Hook-On Chairs","This recall involves portable hook-on chairs used to seat young children at the table. The chairs have a black metal frame covered with black or gray polyester and cotton material and a white plastic tray used for eating. There are two metal arms that anchor to a dining table and the child is suspended from the table. “Children’s table chair” and “Model S006” are listed on the owner’s manual.","The recalled portable hook-on chair poses a deadly fall hazard because the crotch restraint can be removed without the use of a tool and infants can fall through an opening, which is a violation of the federal standard for portable hook-on chairs.",,,Refund,"About 1,000","None reported","Consumers should stop using the hook-on chair immediately and contact Ravmix for information on how to receive a refund. Consumers will be instructed on how to disassemble the product, cut the restraint straps and cloth seat, and email photos of the disassembled product and parts to Ravmix. Upon receipt of the photos, Ravmix will issue a full refund. Ravmix is contacting all known purchasers directly.","Sold Exclusively Online","Amazon.com and from September 2024 through March 2025 for between $40 and $60.",,,,China,Seller:,"Yuanimi Trade Co. Ltd.,&nbsp;d/b/a Ravmix, of China"
25315,,"June 05, 2025",,"ZHORANGE Portable Bassinets Recalled Due to Risk of Serious Injury or Death from Fall Hazard; Violation of Federal Standard for Infant Sleep Products; Sold on Amazon.com by DFD Trading","ZHORANGE Portable Bassinets","This recall involves ZHORANGE portable bassinets with model number 148012-A. The gray portable bassinets include a head pillow and fold into a portable handbag with a handle. When folded into the portable handbag, the brand name “ZHORANGE” is visible in large, white block letters. The inside of the bassinet has black polka dots on the sides. There is a tag with the model number and date of manufacture in the YYYY.MM format.","The recalled portable bassinets violate the federal safety standard for&nbsp;https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products because the sides are too low to contain the infant and the portable bassinets do not have a stand, posing a fall hazard. These violations create an unsafe sleeping environment for infants.",,,Refund,"About 230","None reported","Consumers should immediately stop using the recalled portable bassinets and contact DFD Trading for a full refund. Consumers should remove the sleeping pad, cut the sides of the portable bassinets and the sleeping pad, and email a photo of the destroyed bassinet to&nbsp;zhorange8695@gmail.com to obtain a full refund. DFD Trading and Amazon are contacting all known purchasers directly.","Sold Online At","Amazon.com from November 2024 through April 2025 for between $0 (as a promotional item) and $76.",,,,China,Retailer:,"Nanjing Dengfengda Trading Co. Ltd., d/b/a DFD Trading, of China"
25312,,"June 05, 2025",,"ZRWD Infant Swings Recalled Due to Risk of Serious Injury or Death from Suffocation Hazard; Multiple Federal Safety Violations; Sold Exclusively on Amazon.com by ZRWD","ZRWD Infant Swings","This recall involves ZRWD infant swings with model number S0008A.&nbsp; The swings were sold in gray and white fabric with a black base, and blue and while fabric with a white base.&nbsp;The swing includes a remote control with a lithium CR 2025 3v button cell&nbsp;battery, two plush toys (moon and star) and an activity tray.&nbsp;","The swings pose a deadly suffocation risk because they were marketed for infant sleep and they have an incline angle greater than 10 degrees, in violation of the&nbsp;CPSC’s&nbsp;https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products Standard&nbsp;and&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. The swings also fail to meet mandatory warning requirements under the swing standard. In addition, the remote control for the swing contains a lithium coin battery and the products are missing the required warnings and instructions for consumer products containing button cell and coin batteries under&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/Making-Families-Safer-…’s Law. When button cell or coin batteries are swallowed, the ingested batteries can cause serious injuries, internal chemical burns and death.",,,Refund,"About 3,540","None reported","Consumers should immediately stop using the recalled infant swings and contact ZRWD for a full refund.&nbsp;Consumers should send a photo of the swing cover cut in half and of the swing with “Recalled” written with permanent marker on its base to&nbsp;zrwdrecall@163.comand then dispose of the&nbsp;swing.&nbsp;ZRWD and Amazon are contacting all known purchasers directly.Note:&nbsp;Button cell and coin batteries are hazardous. Batteries should be disposed of or recycled by following local procedures for hazardous household waste, not in the trash.","Sold At","Exclusively online at Amazon.com from December 2023 through December 2024 for about $110.",,,,China,Seller:,"Fuzhouwanhonggongyipinyouxiangongsi, dba ZRWD, of China"
25290,,"May 22, 2025",,"Nezmdi Infant Swings Recalled Due to Risk of Serious Injury or Death from Suffocation Hazard; Multiple Federal Safety Violations; Sold Exclusively on Amazon.com by Nezmdi","Nezmdi Baby Swings","This recall involves Nezmdi-branded electric infant swings. They were sold in&nbsp;pink&nbsp;and have a white base with a black control panel, star and moon hanging plush toys, a pillow, a seat cover and a mosquito net with a canopy. They measure about 25.5 inches in length, 25.5 inches in width and 20.8 inches in height and come with a remote control and a USB cable. A leather patch with the brand “Nezmdi” is sewn onto the restraints. “Model Number: S0008” and “Baby Swing Chair” are printed on a label located under the seat.&nbsp;","The swings pose a suffocation hazard and a risk of serious injury or death to babies, because they were marketed for infant sleep and have an incline angle greater than 10 degrees, in violation of the&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. The swings also fail to meet the mandatory warning requirements under the swing regulations. In addition, the remote control included with the swings contains a lithium coin battery and is missing the required warnings and instructions for consumer products containing button cell and coin batteries under Reese’s Law.",,,Refund,"About 1,420","None reported","Consumers should stop using the recalled infant swings immediately and contact Nezmdi for a full refund. Consumers should send a photo of the swing cover cut in half with “Recalled” written with permanent marker on its base to&nbsp;yingpengds@163.com, and then dispose of the swing in accordance with state and local procedures. Nezmdi is contacting all known purchasers directly.Note:&nbsp;Button cell and coin batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.","Sold Exclusively Online","Amazon.com from September 2024 through February 2025 for about $70.","Ningboyingpengdianzishangwuyouxiangongsi/YingPengStore, dba Nezmdi, of China",,,China,,
25286,,"May 15, 2025",,"Child Safety Gates Recalled Due to Risk of Serious Injury or Death from Entrapment and Fall Hazards; Violations of Federal Regulation for Gates and Enclosures; Imported by Yiwu Baili Import and Export; Sold on Amazon.com","Child Safety Gates","This recall involves multiple child safety gates sold by five different third-party sellers on Amazon.com. The gates have model numbers and cohort information listed on their tracking label, located on the bottom rail. The gates are all made of steel and ABS plastic and were sold in white and black colors. They can be pressure-mounted and/or drill-mounted and vary in several sizes. Some gates have a secondary pet door.Product Name and DescriptionModel Number(s) / Cohort InformationThird-Party SellerEmail AddressWalk-Through Gate; Sold on Amazon.com as ""57.87-62.59"" Baby Gate""W046 (Black); BG20240330Hangzhou Chuanghan Maoyi Company Limited, of Chinamaxjud_040404@outlook.comWalk-Through Gate; Sold on Amazon.com as ""72.04-76.77"" Baby Gate""W046 (White); BG20240330Hangzhou Chuanghan Maoyi Company Limited, of Chinamaxjud_040404@outlook.comWalk-Through Gate; Sold on Amazon.com as ""45.86-53.74"" Baby Gate""W371 (Black); A20240910Hangzhou Chuanghan Maoyi Company Limited, of Chinamaxjud_040404@outlook.comAuto Close Safety Gate; Sold on Amazon.com as ""60.3""-62.9"" Baby Gate""W385 (White); A20240801Hangzhou Ruiyu Trading Co., Ltd, of Chinaruiyushangmao@outlook.comWalk-Through Gate; Sold on Amazon.com as ""67.32-76.77"" Baby Gate""W046 (Black); BG20240330Hangzhou Xinru Trade Co., Ltd, of Chinaus02_a02xin@126.comAuto Close Safety Gate; Sold on Amazon.com as ""32""-35"" Wide Baby Gate with Door""W284 (White); A20240728Rainbow Trade (HK) Co., Limited, of Hong Kongamy2088usa@hotmail.comTall Baby Gate; Sold on Amazon.com as ""30.12-61.61"" Pet Gate""W046 (Black); A20240815Zhejianghuayujiankang guanliyouxiangongsi, of ChinaDavid_699876@outlook.comTall Baby Gate; Sold on Amazon.com as ""57.68-73.43"" Pet Gate""W046 (Black); A20240815Zhejianghuayujiankang guanliyouxiangongsi, of ChinaDavid_699876@outlook.com","The recalled child safety gates violate the federal safety regulation for expansion gates and expandable enclosures because a child’s torso can fit through the opening between the gate slat and side wall, a child’s torso can fit through the secondary opening, the locking mechanism does not fully engage and/or the gate does not resist a push-out force. These failures pose a risk of serious injury or death due to entrapment and fall hazards.",,,Refund,"About 1,800","None reported","Consumers should stop using the recalled gates immediately and contact the third-party seller by email for information on how to dispose of the product and submit proof of destruction to obtain a full refund. The third-party sellers and Amazon are contacting all known purchasers directly.","Sold Exclusively Online","Amazon.com from June 2021 through March 2025. The gates cost between $67 and $200.","Yiwu Baili Import and Export Co., of China",,,China,,
25278,,"May 15, 2025",,"Boyro Baby Recalls High Chairs Due to Risk of Serious Injury or Death from Fall and Entrapment Hazards; Violations of Federal Regulations for High Chairs; Sold Exclusively on Amazon.com","Boyro Baby Convertible High Chairs","This recall involves Boyro Baby-branded high chairs. The 4-in-1 high chairs were sold in green, gray and pink and&nbsp;have a removable seat cushion, a detachable tray, a footrest and storage space underneath the seat. They convert from a high chair into a low chair, rocking chair and slide.&nbsp;","The high chairs pose a deadly fall hazard to babies because the restraint system is not attached to the product and the locks or latches can fail. In addition, the high chairs pose an entrapment hazard because the opening between the seat and tray is large enough that a child can become entrapped in it. These are violations of the federal regulations for high chairs.",,,Refund,"About 5,400","None reported","Consumers should stop using and disassemble the recalled high chairs immediately and contact Boyro Baby for instructions on receiving a full refund. The instructions will include instructions on cutting the restraint system and seat cushions, and emailing photos of the disassembled and destroyed pieces of the high chair to&nbsp;boyrobaby@outlook.com. Once the photos have been received, Boyro Baby will issue a refund.","Sold Exclusively Online","Amazon.com and from October 2023 through November 2024 for between $70 and $90.",,,,China,Retailer:,"Boyro Baby, of China"
25256,,"May 08, 2025",,"Deuter Recalls Kid Comfort, Kid Comfort Pro and Kid Comfort Active Child Carriers Due to Fall Hazard","Kid Comfort, Kid Comfort Pro and Kid Comfort Active Child Carriers","This recall involves Kid Comfort, Kid Comfort Pro, and Kid Comfort Active Child Carriers. The child carriers have a backpack style with a foldable frame with hinges. They were sold in maroon and green forest (model 3621221), blue midnight (model 3621321), and teal (model 3621121). “deuter” and the product name are printed on the back of the carrier. A production code is located on a tag inside the main storage pocket at the bottom of the carrier. Production codes ending in 0123, 1223 or 0423 are included in this recall.&nbsp;Product NameModel #ColorProduction Code Ends InKid Comfort3621221Maroon0123Kid Comfort3621221Forest1223Kid Comfort Pro3621321Midnight0123Kid Comfort Active3621121Teal0423Kid Comfort Active3621121Teal1223","The hinges on the foldable rear kickstand support leg can crack or break, posing a fall hazard.",,,Replace,"About 5,080","The firm has received 13 reports of hinges cracking and breaking. No injuries have been reported.","Consumers should immediately stop using the recalled child carriers and contact Deuter to receive a free replacement child carrier. Consumers should fill out the recall form at&nbsp;https://www.deuter.com/us-en/service/kid-comfort-recall, print a prepaid return shipping label, and return the product. Deuter is contacting all known purchasers directly.","Sold At","REI and Bass Pro and other stores in the United States, and online at deuter.com and Amazon.com and other websites from March 2023 through March 2025 for between $240 and $370.","deuter USA, of Longmont, Colorado",,,Vietnam,,
25228,,"April 17, 2025",,"COMEONROA Infant Swings Recalled Due to Risk of Serious Injury or Death from Suffocation Hazard; Violation of the Inclined Sleeper Ban; Sold on Walmart.com by Eonroacoo","COMEONROA Infant Swings","This recall involves&nbsp;COMEONROA-branded electric infant swings. They were sold in a blue space-themed pattern and have a black base with a touch-screen panel, a star and a moon hanging plush toys, a pillow, a seat cover and a mosquito net with canopy. They measure about 25.5 inches in length, 25.5 inches in width and 20.8 inches in height and come with a remote control and a USB cable.&nbsp;“Model No.: S-Y608” and “Baby cradle swing” are printed on a label located under the seat.","The swings pose a suffocation risk because they were marketed for infant sleep, and they have an incline angle greater than 10 degrees, in violation of the&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. In addition, the swings fail to meet mandatory warning requirements under the swing standard and are missing the required warnings and instructions for consumer products containing button cell and coin batteries under Reese’s Law.",,,Refund,"About 410","None reported","Consumers should stop using the recalled infant swings immediately and contact Eonroacoo for a full refund.&nbsp;Consumers should send a photo of the swing cover cut in half, and of the swing with “Recalled” written with permanent marker on its base, to&nbsp;eonroacoorecall@126.com and then dispose the&nbsp;swing in accordance with local and state laws. Eonroacoo and Walmart are contacting all known purchasers directly.Note:&nbsp;Button cell batteries are hazardous. Batteries should be disposed of or recycled by following local hazardous waste procedures.","Sold Online At","Walmart.com from January 2024 through February 2025 for about $80.",,,,China,Seller:,"YiWuShiJingYuDianZiShangWuYouXianGongSi, dba Eonroacoo, of China"
25222,,"April 10, 2025",,"Costway Recalls Babyjoy Convertible High Chair Activity Centers Due to Entrapment and Serious Injury Hazards; Violation of Federal Regulations for High Chairs and Stationary Activity Centers","Babyjoy Convertible 6-in-1 High Chair Activity Centers","This recall involves&nbsp;Babyjoy 6-in-1 Convertible High Chair Activity Centers. They were sold in beige&nbsp;(model&nbsp;BB5693YW) and gray (model BB5693GR). The high chair activity centers have a removable adjustable tray, a removable seat cushion, adjustable-height legs and a mesh storage pocket. The seat padding in the stationary, swiveling, activity center mode is white with multicolored dots. “Babyjoy” is printed on the front of the removable tray. “Goplus Corp.” is printed on a label located on the back of the seat. The model number is on the product packaging.","The recalled high chair activity centers violate the federal regulations for high chairs and stationary activity centers.&nbsp; The high chair activity centers pose a deadly entrapment hazard because the leg openings in the seat of the stationary activity center are too wide and a child can become entrapped in it, which is a violation of the federal regulation for stationary activity centers. In addition, the tray can disengage and a child can fall, which is a violation of the federal regulation for high chairs, posing a serious injury hazard.",,,Refund,"About 1,400","None reported","Consumers should immediately stop using the recalled&nbsp;high chair activity centers and contact Costway for a full refund and instructions on how to return or dispose of the product. Consumers can return the product by receiving a prepaid shipping label or provide photos of the destroyed product to&nbsp;recall@costway.com. Upon receipt of the returned product or photos of the destroyed product, Costway will issue the refund. Costway and Amazon are contacting all known purchasers directly.","Sold Online At","Costway.com, Amazon.com and Target.com from November 2021 through June 2024 for between $115 and $200.","Costway, of Fontana, California",,,China,,
25220,,"April 10, 2025",,"Baby Bath Seats Recalled Due to Risk of Serious Injury or Death to Babies from Drowning Hazard; Violation of Federal Regulation for Infant Bath Seats; Sold on Bebamour.com and Amazon.com by Bebamour","Bebamour baby bath seats","This recall involves Bebamour baby bath seats with model number “T186” printed on the tracking label, located behind the back rest. The bath seats measure about 14 inches long, 12 inches wide and 9 inches high. They are sold only in green and come with four big suction cups and three bath toys. They are made of polypropylene and thermoplastic elastomer plastic material. The front of the baby bath seat is marked “Bebamour.” There is a button in the middle of the handle of the front bar, which causes water to spray, and star designs on the seat.","The recalled bath seats violate the federal safety regulation for infant bath seats because the bath seat is unstable and can tip over while in use, and the leg&nbsp;openings are too wide, allowing a baby to slip out of the seat, posing a risk of serious injury or death to babies from drowning.",,,Refund,"About 1,350","None reported","Consumers should stop using the recalled bath seats immediately and contact Bebamour by email at&nbsp;amanda@babyleading.com for information on how to dispose of the product and submit a photograph to obtain a full refund. Bebamour and Amazon are contacting all known purchasers directly.","Sold Online At","Bebamour.com and Amazon.com from May 2024 through February 2025 for between $20 and $40.",,,,China,Retailer:,"Jinjiangshiweixiaobaobeiyingtongyongpin Co.Ltd., dba Bebamour, of China"
25216,,"April 10, 2025",,"Fisher-Price Recalls Tissue Box Toy Sold with SnugaPuppy Activity Centers Due to Choking Hazard","Tissue Box Toy sold with Fisher-Price 3-in-1 SnugaPuppy Activity Centers","This recall involves the tissue box toy sold with the Fisher-Price 3-in-1 SnugaPuppy Activity Centers. The activity center’s model number (HLV78) is located on the underside of the table, near the Fisher-Price logo. The tissue box toy is white with red decorations and has “tissues” made of a sensory cloth with a black and white wiggly striped pattern on one side, and a yellow/green with raised spots pattern on the other.","The detachable tissue box toy can come apart, exposing the small support brackets, posing a choking hazard to young children.",,,Replace,"About 15,300 (In addition, about 2,000 were sold in Canada)","Fisher-Price has received one report of the tissue box toy coming apart and an infant placing the small support bracket in their mouth. No injuries have been reported.","Consumers should immediately stop using the recalled tissue box toy, remove it from the activity center, keep it away from children and contact Fisher-Price to receive a free replacement toy for the activity center. Consumers will be asked to mark the tissue box toy permanently with the word “Recall” and the unique identifier, mark “X” on the sensory cloth tissues, and upload a photo of the marked toy at&nbsp;https://service.mattel.com/us/recall.aspx. Upon receipt of the replacement confirmation email, consumers should dispose of the recalled product in the trash. For specific instructions on how to mark the box and upload the photo, consumers should go to&nbsp;https://service.mattel.com/us/recall.aspx. Fisher-Price is contacting all known purchasers directly.","Sold At","Walmart stores nationwide, and online at Amazon.com, Walmart.com and other websites from November 2022 through February 2025 for about $130.",,,"Fisher-Price Inc., of East Aurora, New York",China,,
